City,Date,Duration (Hours),Cause,Affected Area,Number of Customers Affected,Restoration Time,Comments,Quick_Response,Scaled Duration (Hours),Scaled Number of Customers Affected
Mojo,2022-06-19,1.68,Equipment Failure,Mojo Central,215,6/19/2022 1:40,QR,1,-1.5037357148164885,-0.9340279777619004
Addis Ababa,2021-12-06,2.02,Accident,Addis Center,996,12/6/2021 2:00,QR,1,-1.3968727598607749,1.7691594763217884
Addis Ababa,2019-04-02,2.79,Maintenance,Line 1,276,4/2/2019 2:47,QR,1,-1.1548595971669529,-0.7228955389666315
Addis Ababa,2021-10-25,7.55,Accident,Addis Center,878,10/25/2021 7:32,,0,0.34122177221303734,1.3607393488161863
Bahir Dar,2019-09-03,2.66,Maintenance,Bahir Dar West,665,9/3/2019 2:39,QR,1,-1.1957189622970785,0.623506406793362
Addis Ababa,2017-04-07,11.65,Maintenance,Hawassa South,314,4/7/2017 11:38,,0,1.6298632878554662,-0.5913704131597427
Mojo,2022-05-22,5.91,Equipment Failure,Mojo Industrial,120,5/22/2022 5:54,,0,-0.174234834043934,-1.2628407922791225
Bahir Dar,2018-02-26,6.52,Equipment Failure,Bahir Dar West,675,2/26/2018 6:31,,0,0.01748987925896375,0.6581182820057012
Bahir Dar,2020-01-31,3.71,Equipment Failure,Bahir Dar West,502,1/31/2020 3:42,,0,-0.8657010131691396,0.059332840832233634
Addis Ababa,2022-09-08,6.18,Accident,Gelan,948,9/8/2022 6:10,,0,-0.08937307569674979,1.6030224753025604
Dire Dawa,2018-01-02,8.28,Maintenance,F5,394,1/2/2018 8:16,,0,0.5706628225591281,-0.31447541146102936
Addis Ababa,2022-09-26,9.26,Accident,Addis West,840,9/26/2022 9:15,,0,0.878679575078538,1.2292142230092975
Addis Ababa,2020-03-24,9.29,Equipment Failure,PT,223,3/24/2020 9:17,,0,0.8881086593393361,-0.9063384775920291
Mojo,2017-01-17,7.36,Equipment Failure,Mojo Central,141,1/17/2017 7:21,,0,0.28150423856131523,-1.1901558543332103
Addis Ababa,2017-05-24,10.95,Maintenance,Line 4,270,5/24/2017 10:56,,0,1.4098513217701731,-0.743662664094035
Addis Ababa,2021-01-08,9.99,Maintenance,TL,163,1/8/2021 9:59,,0,1.1081206254246292,-1.1140097288660642
Dire Dawa,2021-08-22,9.33,Accident,Dire Dawa Substation 1,322,8/22/2021 9:19,,0,0.9006807716870674,-0.5636809129898713
Dire Dawa,2022-03-10,1.61,Accident,F4,635,3/10/2022 1:36,QR,1,-1.5257369114250177,0.5196707811563446
Addis Ababa,2019-07-19,1.08,Maintenance,Legetafo,813,7/19/2019 1:04,QR,1,-1.6923174000324535,1.1357621599359817
Addis Ababa,2017-08-16,3.34,Maintenance,Hawassa South,326,8/16/2017 3:20,,0,-0.9819930523856515,-0.5498361629049356
Addis Ababa,2020-03-23,8.3,Equipment Failure,Hawassa South,486,3/23/2020 8:17,,0,0.576948878732994,0.003953840492490968
Addis Ababa,2021-03-20,5.52,Equipment Failure,Hawassa Main,454,3/20/2021 5:31,,0,-0.29681292943431153,-0.10680416018699436
Addis Ababa,2022-11-08,5.43,Maintenance,Line 3,125,11/8/2022 5:25,,0,-0.3251001822167062,-1.245534854672953
Bahir Dar,2021-08-25,10.73,Maintenance,Bahir Dar East,670,8/25/2021 10:43,,0,1.340704703857653,0.6408123443995316
Mojo,2020-11-16,10.85,Maintenance,Mojo Industrial,268,11/16/2020 10:51,,0,1.3784210409008457,-0.7505850391365029
Bahir Dar,2022-08-21,11.0,Maintenance,Bahir Dar West,499,8/21/2022 11:00,,0,1.4255664622048372,0.04894927826853188
Bahir Dar,2021-06-24,4.45,Accident,Bahir Dar East,574,6/24/2021 4:27,,0,-0.6331169347361159,0.30853834236107563
Bahir Dar,2017-12-03,8.6,Maintenance,Bahir Dar West,557,12/3/2017 8:36,,0,0.6712397213409763,0.24969815450009905
Addis Ababa,2019-10-03,3.99,Maintenance,Nifas Silk,814,10/3/2019 3:59,,0,-0.7776962267350225,1.1392233474572155
Addis Ababa,2018-12-28,3.1,Equipment Failure,Hawassa South,358,12/28/2018 3:05,,0,-1.0574257264720375,-0.4390781622254504
Addis Ababa,2017-07-11,3.03,Equipment Failure,Line 1,217,7/11/2017 3:01,,0,-1.0794269230805669,-0.9271056027194325
Addis Ababa,2017-04-29,4.76,Equipment Failure,Hawassa Main,575,4/29/2017 4:45,,0,-0.5356830640412007,0.31199952988230956
Mojo,2021-10-06,5.73,Maintenance,Mojo Central,108,10/6/2021 5:43,,0,-0.23080933960872344,-1.3043750425339296
Bahir Dar,2020-05-07,10.14,Accident,Bahir Dar West,465,5/7/2020 10:08,,0,1.1552660467286204,-0.06873109745342128
Addis Ababa,2020-06-13,2.32,Maintenance,Total No oflines,1070,6/13/2020 2:19,QR,1,-1.3025819172527922,2.0252873528930984
Addis Ababa,2018-05-14,9.08,Equipment Failure,Line 4,140,5/14/2018 9:05,,0,0.8221050695137486,-1.1936170418544443
Addis Ababa,2018-07-21,6.85,Maintenance,Sululta,953,7/21/2018 6:50,,0,0.12120980612774461,1.62032841290873
Addis Ababa,2019-04-30,4.17,Equipment Failure,Addis North,997,4/30/2019 4:10,,0,-0.721121721170233,1.7726206638430226
Bahir Dar,2020-10-12,6.42,Equipment Failure,Bahir Dar East,497,10/12/2020 6:25,,0,-0.013940401610363667,0.042026903226064054
Mojo,2019-08-07,4.3,Maintenance,Mojo Industrial,108,8/7/2019 4:17,,0,-0.6802623560401073,-1.3043750425339296
Bahir Dar,2017-02-06,7.56,Equipment Failure,Bahir Dar East,345,2/6/2017 7:33,,0,0.34436480029997,-0.4840736000014913
Addis Ababa,2021-01-14,5.77,Equipment Failure,Total No oflines,815,1/14/2021 5:46,,0,-0.2182372272609927,1.1426845349784496
Bahir Dar,2020-03-17,2.81,Equipment Failure,Bahir Dar East,642,3/17/2020 2:48,QR,1,-1.1485735409930873,0.5438990938049819
Addis Ababa,2020-11-05,2.28,Equipment Failure,Hawassa Main,617,11/5/2020 2:16,QR,1,-1.3151540296005235,0.45736940577413404
Addis Ababa,2020-09-16,7.01,Equipment Failure,Hawassa South,689,9/16/2020 7:00,,0,0.1714982555186687,0.706574907302976
Addis Ababa,2021-07-14,10.93,Equipment Failure,Harer Water,157,7/14/2021 10:55,,0,1.4035652655963078,-1.1347768539934675
Mojo,2020-07-06,4.78,Maintenance,Mojo Industrial,272,7/6/2020 4:47,,0,-0.529397007867335,-0.7367402890515672
Bahir Dar,2021-03-15,9.06,Maintenance,Bahir Dar East,305,3/15/2021 9:03,,0,0.8158190133398833,-0.6225211008508479
Dire Dawa,2017-06-08,8.25,Maintenance,F5,511,6/8/2017 8:14,,0,0.5612337382983301,0.09048352852333888
Addis Ababa,2022-07-26,11.25,Maintenance,Gofa,911,7/26/2022 11:14,,0,1.5041421643781558,1.4749585370169056
Addis Ababa,2017-08-21,10.03,Maintenance,Hawassa Main,680,8/21/2017 10:01,,0,1.12069273777236,0.6754242196118708
Addis Ababa,2021-09-20,7.23,Accident,Bedesa,256,9/20/2021 7:13,,0,0.24064487343118945,-0.7921192893913098
Bahir Dar,2018-10-22,8.23,Maintenance,Bahir Dar East,319,10/22/2018 8:13,,0,0.5549476821244648,-0.5740644755535731
Dire Dawa,2017-07-09,10.88,Maintenance,F5,366,7/9/2017 10:52,,0,1.3878501251616442,-0.411388662055579
Addis Ababa,2021-08-03,5.39,Maintenance,Line 1,208,8/3/2021 5:23,,0,-0.33767229456443726,-0.9582562904105378
Addis Ababa,2019-08-17,4.59,Accident,Line 3,151,8/17/2019 4:35,,0,-0.5891145415190574,-1.155543979120871
Addis Ababa,2019-05-16,1.12,Maintenance,Hawassa Main,386,5/16/2019 1:07,QR,1,-1.6797452876847225,-0.3421649116309007
Mojo,2020-12-17,10.09,Maintenance,Mojo Industrial,183,12/17/2020 10:05,,0,1.1395509062939566,-1.0447859784413858
Bahir Dar,2019-11-05,9.81,Maintenance,Bahir Dar West,678,11/5/2019 9:48,,0,1.0515461198598397,0.668501844569403
Bahir Dar,2020-03-14,2.15,Maintenance,Bahir Dar East,684,3/14/2020 2:08,QR,1,-1.356013394730649,0.6892689696968064
Addis Ababa,2017-10-26,7.35,Maintenance,DUKEM,1104,10/26/2017 7:20,,0,0.2783612104743822,2.1429677286150515
Bahir Dar,2019-05-07,6.1,Equipment Failure,Bahir Dar West,590,5/7/2019 6:06,,0,-0.11451730039221185,0.36391734270081827
Addis Ababa,2021-10-13,2.31,Equipment Failure,Line 1,264,10/13/2021 2:18,QR,1,-1.3057249453397248,-0.7644297892214386
Addis Ababa,2020-04-10,11.79,Equipment Failure,Hawassa Main,405,4/10/2020 11:47,,0,1.6738656810725243,-0.2764023487274563
Addis Ababa,2022-10-04,3.36,Equipment Failure,DUKEM,1067,10/4/2022 3:21,,0,-0.975706996211786,2.014903790329397
Addis Ababa,2017-11-12,1.74,Maintenance,Line 4,170,11/12/2017 1:44,QR,1,-1.4848775462948918,-1.0897814162174266
Mojo,2021-01-23,7.54,Equipment Failure,Mojo Industrial,288,1/23/2021 7:32,,0,0.33807874412610467,-0.6813612887118246
Bahir Dar,2022-06-26,9.13,Maintenance,Bahir Dar West,650,6/26/2022 9:07,,0,0.8378202099484126,0.5715885939748533
Addis Ababa,2021-10-08,1.36,Maintenance,Fedis,202,10/8/2021 1:21,QR,1,-1.6043126135983363,-0.9790234155379414
Bahir Dar,2021-05-17,8.25,Equipment Failure,Bahir Dar West,322,5/17/2021 8:14,,0,0.5612337382983301,-0.5636809129898713
Addis Ababa,2019-03-29,6.86,Maintenance,Kality North,892,3/29/2019 6:51,,0,0.12435283421467758,1.4091959741134612
Addis Ababa,2022-09-11,2.14,Maintenance,Hawassa South,584,9/11/2022 2:08,QR,1,-1.3591564228175816,0.3431502175734148
Dire Dawa,2020-04-27,2.9,Equipment Failure,F5 ,689,4/27/2020 2:53,QR,1,-1.1202862882106925,0.706574907302976
Bahir Dar,2020-04-30,7.25,Equipment Failure,Bahir Dar West,625,4/30/2020 7:14,,0,0.24693092960505483,0.48505890594400536
Addis Ababa,2017-09-27,4.26,Maintenance,Harer No 3,223,9/27/2017 4:15,,0,-0.6928344683878382,-0.9063384775920291
Addis Ababa,2017-01-12,11.32,Accident,Kality North,869,1/12/2017 11:19,,0,1.5261433609866852,1.3295886611250811
Dire Dawa,2020-07-30,10.01,Maintenance,Dire Dawa Substation 1,671,7/30/2020 10:00,,0,1.1144066815984945,0.6442735319207655
Addis Ababa,2020-03-22,11.82,Equipment Failure,Total No oflines,1103,3/22/2020 11:49,,0,1.6832947653333228,2.1395065410938177
Addis Ababa,2022-09-05,3.86,Accident,Hawassa Main,647,9/5/2022 3:51,,0,-0.8185555918651484,0.5612050314111515
Addis Ababa,2018-10-30,11.67,Maintenance,Hawassa Main,493,10/30/2018 11:40,,0,1.6361493440293315,0.028182153141128385
Addis Ababa,2021-06-27,5.74,Maintenance,Addis East2,1181,6/27/2021 5:44,,0,-0.22766631152179076,2.4094791677500633
Bahir Dar,2022-06-02,4.82,Maintenance,Bahir Dar East,432,6/2/2022 4:49,,0,-0.516824895519604,-0.18295028565414054
Addis Ababa,2019-01-24,1.55,Maintenance,Gefersa,877,1/24/2019 1:33,QR,1,-1.5445950799466142,1.3572781612949523
Addis Ababa,2019-06-23,1.58,Maintenance,Hawassa Main,479,6/23/2019 1:34,QR,1,-1.535165995685816,-0.020274472156146448
Mojo,2020-11-15,8.61,Equipment Failure,Mojo Central,276,11/15/2020 8:36,,0,0.674382749427909,-0.7228955389666315
Dire Dawa,2020-01-28,6.04,Equipment Failure,F2,465,1/28/2020 6:02,,0,-0.13337546891380825,-0.06873109745342128
Bahir Dar,2017-12-19,3.49,Maintenance,Bahir Dar East,525,12/19/2017 3:29,,0,-0.9348476310816601,0.13894015382061373
Dire Dawa,2018-04-29,7.75,Equipment Failure,F4,354,4/29/2018 7:45,,0,0.40408233395169246,-0.452922912310386
Addis Ababa,2022-01-03,3.78,Accident,Hawassa South,618,1/3/2022 3:46,,0,-0.8436998165606104,0.46083059329536796
Addis Ababa,2018-03-02,7.35,Accident,Hawassa South,387,3/2/2018 7:21,,0,0.2783612104743822,-0.33870372410966676
Dire Dawa,2018-02-02,4.95,Equipment Failure,Dire Dawa Substation 1,357,2/2/2018 4:57,,0,-0.47596553038947825,-0.4425393497466843
Dire Dawa,2021-10-18,10.06,Equipment Failure,F4,512,10/18/2021 10:03,,0,1.1301218220331586,0.0939447160445728
Mojo,2022-02-10,10.03,Accident,Mojo Industrial,116,2/10/2022 10:01,,0,1.12069273777236,-1.2766855423640582
Addis Ababa,2022-02-08,6.25,Equipment Failure,Hawassa Main,661,2/8/2022 6:15,,0,-0.06737187908822044,0.6096616567084264
Addis Ababa,2022-08-04,4.86,Maintenance,Line1,149,8/4/2022 4:51,,0,-0.5042527831718729,-1.1624663541633389
Bahir Dar,2022-12-18,4.99,Equipment Failure,Bahir Dar East,475,12/18/2022 4:59,,0,-0.4633934180417472,-0.03411922224108212
Addis Ababa,2019-10-08,9.86,Maintenance,Gefersa,1050,10/8/2019 9:51,,0,1.067261260294503,1.9560636024684201
Addis Ababa,2020-04-18,4.61,Equipment Failure,Addis East1,999,4/18/2020 4:36,,0,-0.5828284853451918,1.7795430388854905
Bahir Dar,2018-09-29,3.3,Maintenance,Bahir Dar East,667,9/29/2018 3:17,,0,-0.9945651647333825,0.6304287818358298
Addis Ababa,2017-05-28,1.93,Equipment Failure,Average interruption per year/line    ,998,5/28/2017 1:55,QR,1,-1.4251600126431696,1.7760818513642564
Addis Ababa,2017-08-04,6.13,Maintenance,Addis East1,858,8/4/2017 6:08,,0,-0.1050882161314135,1.2915155983915079
Bahir Dar,2021-05-09,6.3,Equipment Failure,Bahir Dar West,442,5/9/2021 6:18,,0,-0.05165673865355673,-0.14833841044180135
Addis Ababa,2019-12-03,10.25,Maintenance,Hawassa Main,325,12/3/2019 10:14,,0,1.1898393556848805,-0.5532973504261696
Mojo,2018-12-26,3.43,Equipment Failure,Mojo Industrial,221,12/26/2018 3:26,,0,-0.9537057996032566,-0.913260852634497
Dire Dawa,2017-10-08,5.19,Equipment Failure,F4,306,10/8/2017 5:11,,0,-0.4005328563030921,-0.619059913329614
Addis Ababa,2020-12-06,9.89,Equipment Failure,Addis East2,1019,12/6/2020 9:53,,0,1.0766903445553018,1.8487667893101687
Mojo,2017-08-08,10.06,Maintenance,Mojo Industrial,244,8/8/2017 10:03,,0,1.1301218220331586,-0.8336535396461169
Addis Ababa,2020-09-18,5.23,Maintenance,TL,235,9/18/2020 5:13,,0,-0.38796074395536106,-0.8648042273372221
Bahir Dar,2022-05-26,6.05,Equipment Failure,Bahir Dar West,469,5/26/2022 6:03,,0,-0.13023244082687555,-0.05488634736848561
Bahir Dar,2018-11-27,4.34,Equipment Failure,Bahir Dar West,556,11/27/2018 4:20,,0,-0.6676902436923763,0.24623696697886513
Mojo,2019-09-14,11.26,Equipment Failure,Mojo Industrial,123,9/14/2019 11:15,,0,1.5072851924650885,-1.2524572297154208
Dire Dawa,2020-09-11,2.31,Maintenance,F1,335,9/11/2020 2:18,QR,1,-1.3057249453397248,-0.5186854752138305
Bahir Dar,2018-11-01,11.27,Equipment Failure,Bahir Dar West,386,11/1/2018 11:16,,0,1.5104282205520212,-0.3421649116309007
Addis Ababa,2020-07-03,8.52,Accident,Hawassa Main,563,7/3/2020 8:31,,0,0.6460954966455142,0.27046527962750255
Mojo,2020-05-23,6.85,Accident,Mojo Central,157,5/23/2020 6:50,,0,0.12120980612774461,-1.1347768539934675
Addis Ababa,2019-03-10,1.36,Equipment Failure,Sebeta 1,1059,3/10/2019 1:21,QR,1,-1.6043126135983363,1.9872142901595253
Addis Ababa,2018-11-24,6.23,Equipment Failure,Hawassa Main,497,11/24/2018 6:13,,0,-0.0736579352620858,0.042026903226064054
Mojo,2019-07-27,5.49,Equipment Failure,Mojo Central,217,7/27/2019 5:29,,0,-0.30624201369510956,-0.9271056027194325
Dire Dawa,2017-01-11,2.77,Equipment Failure,F3,305,1/11/2017 2:46,QR,1,-1.1611456533408184,-0.6225211008508479
Bahir Dar,2018-06-24,8.22,Maintenance,Bahir Dar East,679,6/24/2018 8:13,,0,0.5518046540375321,0.6719630320906369
Addis Ababa,2018-05-01,11.68,Maintenance,Bedesa,139,5/1/2018 11:40,,0,1.6392923721162642,-1.197078229375678
Bahir Dar,2021-06-09,7.18,Maintenance,Bahir Dar West,402,6/9/2021 7:11,,0,0.22492973299652547,-0.28678591129115805
Bahir Dar,2019-08-14,8.86,Equipment Failure,Bahir Dar East,414,8/14/2019 8:51,,0,0.7529584516012279,-0.24525166103635102
Addis Ababa,2022-01-14,1.75,Equipment Failure,Gofa,1002,1/14/2022 1:45,QR,1,-1.481734518207959,1.7899266014491921
Bahir Dar,2017-10-22,5.59,Maintenance,Bahir Dar West,487,10/22/2017 5:35,,0,-0.27481173282578214,0.007415028013724885
Addis Ababa,2021-05-25,2.28,Maintenance,Line1,290,5/25/2021 2:16,QR,1,-1.3151540296005235,-0.6744389136693567
Addis Ababa,2022-04-07,7.74,Maintenance,Addis East2,1178,4/7/2022 7:44,,0,0.4009393058647598,2.3990956051863614
Addis Ababa,2019-10-11,11.32,Equipment Failure,Kality 2,993,10/11/2019 11:19,,0,1.5261433609866852,1.7587759137580867
Dire Dawa,2019-02-25,8.28,Maintenance,F3,340,2/25/2019 8:16,,0,0.5706628225591281,-0.5013795376076609
Dire Dawa,2018-10-31,1.84,Equipment Failure,F5 ,308,10/31/2018 1:50,QR,1,-1.4534472654255643,-0.6121375382871462
Bahir Dar,2020-04-23,4.9,Maintenance,Bahir Dar West,502,4/23/2020 4:54,,0,-0.49168067082414196,0.059332840832233634
Bahir Dar,2018-01-20,7.06,Maintenance,Bahir Dar West,509,1/20/2018 7:03,,0,0.18721339595333242,0.08356115348087105
Addis Ababa,2020-08-21,5.44,Maintenance,Bole Lemi,1118,8/21/2020 5:26,,0,-0.32195715412977327,2.1914243539123266
Mojo,2022-01-18,10.17,Equipment Failure,Mojo Industrial,299,1/18/2022 10:10,,0,1.1646951309894187,-0.6432882259782514
Addis Ababa,2022-02-24,9.96,Maintenance,Line 4,299,2/24/2022 9:57,,0,1.0986915411638312,-0.6432882259782514
Addis Ababa,2017-11-03,7.73,Maintenance,Hawassa South,538,11/3/2017 7:43,,0,0.3977962777778271,0.18393559159665462
Addis Ababa,2020-03-25,5.11,Equipment Failure,Line 4,112,3/25/2020 5:06,,0,-0.42567708099855417,-1.2905302924489939
Addis Ababa,2018-07-31,3.81,Equipment Failure,Hawassa Main,700,7/31/2018 3:48,,0,-0.8342707322998121,0.7446479700365491
Dire Dawa,2022-04-26,2.16,Maintenance,F3,689,4/26/2022 2:09,QR,1,-1.3528703666437163,0.706574907302976
Bahir Dar,2017-06-17,4.9,Equipment Failure,Bahir Dar West,644,6/17/2017 4:54,,0,-0.49168067082414196,0.5508214688474498
Addis Ababa,2017-06-15,5.54,Maintenance,Kality North,1052,6/15/2017 5:32,,0,-0.29052687326044585,1.962985977510888
Mojo,2017-02-10,8.43,Maintenance,Mojo Industrial,227,2/10/2017 8:26,,0,0.6178082438631196,-0.8924937275070934
Addis Ababa,2020-01-16,8.24,Maintenance,Hawassa Main,605,1/16/2020 8:14,,0,0.5580907102113974,0.41583515551932704
Addis Ababa,2017-03-10,1.77,Equipment Failure,Harer No 3,257,3/10/2017 1:46,QR,1,-1.4754484620340937,-0.7886581018700759
Addis Ababa,2020-06-28,5.35,Maintenance,TL,155,6/28/2020 5:20,,0,-0.3502444069121683,-1.1416992290359353
Addis Ababa,2019-06-07,3.0,Maintenance,Hawassa South,609,6/7/2019 2:59,QR,1,-1.0888560073413651,0.4296799056042627
Bahir Dar,2020-07-16,2.72,Maintenance,Bahir Dar West,321,7/16/2020 2:43,QR,1,-1.176860793775482,-0.5671421005111053
Addis Ababa,2022-06-08,10.1,Maintenance,DUKEM,1145,6/8/2022 10:06,,0,1.1426939343808893,2.284876416985642
Addis Ababa,2020-04-22,1.46,Maintenance,Sululta,847,4/22/2020 1:27,QR,1,-1.572882332729009,1.2534425356579348
Bahir Dar,2020-04-05,5.61,Maintenance,Bahir Dar East,438,4/5/2020 5:36,,0,-0.2685256766519165,-0.16218316052673704
Mojo,2022-12-28,2.85,Equipment Failure,Mojo Industrial,241,12/28/2022 2:51,QR,1,-1.1360014286453564,-0.8440371022098186
Dire Dawa,2019-10-31,10.67,Maintenance,F4,615,10/31/2019 10:40,,0,1.3218465353360562,0.4504470307316662
Mojo,2021-08-25,7.13,Accident,Mojo Industrial,137,8/25/2021 7:07,,0,0.20921459256186176,-1.204000604418146
Addis Ababa,2019-03-13,3.55,Maintenance,Bedesa,274,3/13/2019 3:32,,0,-0.9159894625600637,-0.7298179140090993
Bahir Dar,2018-05-05,6.53,Accident,Bahir Dar East,372,5/5/2018 6:31,,0,0.020632907345896713,-0.39062153692817553
Dire Dawa,2021-08-18,9.05,Maintenance,F3,662,8/18/2021 9:02,,0,0.8126759852529505,0.6131228442296602
Dire Dawa,2021-05-25,11.54,Equipment Failure,F2,572,5/25/2021 11:32,,0,1.5952899788992054,0.3016159673186078
Addis Ababa,2018-09-30,3.42,Maintenance,Kotebe B,894,9/30/2018 3:25,,0,-0.9568488276901894,1.416118349155929
Dire Dawa,2019-10-15,10.75,Maintenance,Dire Dawa Substation 1,459,10/15/2019 10:44,,0,1.3469907600315183,-0.08949822258082478
Mojo,2020-01-23,11.28,Equipment Failure,Mojo Industrial,296,1/23/2020 11:16,,0,1.5135712486389539,-0.6536717885419532
Addis Ababa,2019-05-19,11.08,Equipment Failure,Harer No 3,162,5/19/2019 11:04,,0,1.450710686900299,-1.117470916387298
Mojo,2020-01-05,7.99,Equipment Failure,Mojo Central,274,1/5/2020 7:59,,0,0.4795150080380786,-0.7298179140090993
Addis Ababa,2020-12-22,7.93,Equipment Failure,Line1,244,12/22/2020 7:55,,0,0.4606568395164819,-0.8336535396461169
Addis Ababa,2022-02-01,5.44,Maintenance,Line1,234,2/1/2022 5:26,,0,-0.32195715412977327,-0.868265414858456
Addis Ababa,2021-11-02,9.28,Equipment Failure,Hawassa Main,484,11/2/2021 9:16,,0,0.8849656312524035,-0.0029685345499768654
Addis Ababa,2020-09-06,6.84,Maintenance,Gefersa,961,9/6/2020 6:50,,0,0.11806677804081192,1.6480179130786015
Mojo,2017-12-30,8.45,Accident,Mojo Central,181,12/30/2017 8:27,,0,0.624094300036985,-1.0517083534838536
Mojo,2020-01-31,5.71,Maintenance,Mojo Central,142,1/31/2020 5:42,,0,-0.2370953957825891,-1.1866946668119764
Addis Ababa,2019-09-05,9.05,Maintenance,Kality 1,803,9/5/2019 9:02,,0,0.8126759852529505,1.1011502847236425
Addis Ababa,2018-01-28,10.07,Maintenance,Line 2,174,1/28/2018 10:04,,0,1.1332648501200913,-1.075936666132491
Addis Ababa,2022-09-09,2.61,Maintenance,Line 2,206,9/9/2022 2:36,QR,1,-1.2114341027317423,-0.9651786654530057
Addis Ababa,2020-12-15,10.16,Maintenance,Hawassa Main,459,12/15/2020 10:09,,0,1.161552102902486,-0.08949822258082478
Addis Ababa,2022-10-21,6.94,Equipment Failure,Kality North,1021,10/21/2022 6:56,,0,0.14949705891013962,1.8556891643526365
Dire Dawa,2021-05-31,10.29,Equipment Failure,F6,693,5/31/2021 10:17,,0,1.2024114680326115,0.7204196573879117
Bahir Dar,2019-11-25,5.74,Equipment Failure,Bahir Dar East,466,11/25/2019 5:44,,0,-0.22766631152179076,-0.06526990993218737
Mojo,2019-02-25,5.17,Accident,Mojo Industrial,295,2/25/2019 5:10,,0,-0.40681891247695773,-0.6571329760631871
Addis Ababa,2018-04-25,11.07,Equipment Failure,Line 4,204,4/25/2018 11:03,,0,1.4475676588133664,-0.9721010404954735
Dire Dawa,2019-12-04,3.76,Maintenance,F5 ,372,12/4/2019 3:45,,0,-0.8499858727344759,-0.39062153692817553
Mojo,2017-05-18,10.29,Maintenance,Mojo Central,203,5/18/2017 10:17,,0,1.2024114680326115,-0.9755622280167074
Bahir Dar,2019-03-21,6.32,Equipment Failure,Bahir Dar West,515,3/21/2019 6:19,,0,-0.04537068247969108,0.10432827860827455
Addis Ababa,2017-04-04,6.66,Equipment Failure,Harer Water,208,4/4/2017 6:39,,0,0.061492272476022465,-0.9582562904105378
Addis Ababa,2018-03-29,4.39,Equipment Failure,Hawassa South,648,3/29/2018 4:23,,0,-0.6519751032577126,0.5646662189323854
Addis Ababa,2022-06-11,7.3,Maintenance,Line 4,139,6/11/2022 7:18,,0,0.2626460700397185,-1.197078229375678
Addis Ababa,2019-03-03,4.58,Maintenance,Line 4,171,3/3/2019 4:34,,0,-0.5922575696059901,-1.0863202286961928
Mojo,2019-10-26,1.43,Equipment Failure,Mojo Industrial,270,10/26/2019 1:25,QR,1,-1.5823114169898074,-0.743662664094035
Addis Ababa,2019-09-23,3.99,Maintenance,PT,173,9/23/2019 3:59,,0,-0.7776962267350225,-1.079397853653725
Dire Dawa,2017-04-12,1.07,Maintenance,F6,422,4/12/2017 1:04,QR,1,-1.6954604281193861,-0.2175621608664797
Addis Ababa,2022-11-18,11.76,Maintenance,TL,151,11/18/2022 11:45,,0,1.6644365968117263,-1.155543979120871
Addis Ababa,2018-12-11,11.62,Accident,Hawassa Main,436,12/11/2018 11:37,,0,1.6204342035946675,-0.16910553556920485
Bahir Dar,2021-03-22,5.35,Equipment Failure,Bahir Dar West,407,3/22/2021 5:20,,0,-0.3502444069121683,-0.26947997368498844
